ID	Class	Text
240	pks	ACP KS AT KS AT AT ACP AT KS AT AT KS KS KS KS AT ACP KS KS ACP ACP AT ACP ACP AT KS ACP
241	pks	AT AT ACP ACP ACP AT AT KS ACP ACP ACP AT KS KS ACP ACP KS ACP AT AT KS ACP KS KS AT ACP KS AT ACP AT ACP KS ACP AT ACP ACP AT KS ACP AT
242	pks	ACP AT KS ACP AT AT AT KS KS AT ACP KS
243	pks	KS AT KS ACP KS KS AT ACP ACP AT AT AT AT KS AT ACP ACP AT ACP KS ACP ACP AT KS KS AT ACP ACP KS ACP KS KS KS AT KS
244	pks	ACP KS KS ACP ACP ACP KS KS KS KS KS AT ACP KS AT ACP AT AT ACP AT AT AT AT AT
245	pks	KS ACP KS AT ACP KS ACP ACP ACP AT ACP AT AT ACP KS KS ACP KS
246	pks	ACP ACP KS ACP KS AT AT AT AT ACP AT AT KS KS AT AT KS KS KS KS ACP KS AT AT AT KS
247	pks	AT AT ACP ACP KS KS ACP AT KS
248	pks	KS KS ACP AT AT KS AT AT KS AT ACP KS ACP ACP AT AT KS KS ACP KS ACP ACP AT KS AT KS AT ACP KS KS ACP ACP ACP ACP AT
249	pks	AT ACP AT AT KS AT
250	pks	KS KS ACP ACP ACP ACP AT AT ACP AT KS ACP ACP AT KS ACP ACP AT AT KS ACP
251	pks	KS ACP KS AT ACP
252	pks	ACP AT ACP AT AT ACP AT AT AT ACP KS AT AT ACP AT KS KS ACP ACP KS AT ACP AT ACP AT KS AT KS KS KS AT AT AT AT
253	pks	AT AT KS KS KS ACP KS ACP ACP AT ACP AT AT AT ACP ACP AT KS ACP ACP KS AT KS ACP AT AT ACP AT ACP ACP ACP
254	pks	KS KS AT KS ACP ACP ACP ACP AT AT AT AT KS AT AT KS ACP AT KS ACP ACP KS KS AT AT ACP AT KS
255	pks	ACP ACP ACP AT KS AT AT ACP AT KS ACP AT ACP AT AT ACP ACP ACP KS AT KS KS AT ACP ACP KS KS ACP ACP KS KS ACP
256	pks	AT ACP ACP ACP AT ACP KS AT ACP ACP KS ACP KS AT AT AT AT AT AT
257	pks	AT AT AT KS ACP AT AT ACP ACP KS ACP
258	pks	ACP AT KS KS ACP AT ACP ACP ACP ACP AT KS AT KS KS AT AT AT ACP ACP KS AT
259	pks	ACP ACP KS AT
260	pks	AT KS AT AT ACP KS
261	pks	AT ACP AT ACP KS AT KS KS KS ACP ACP AT KS KS AT ACP KS ACP AT ACP AT KS KS ACP ACP KS AT ACP
262	pks	ACP AT ACP KS ACP KS AT AT ACP KS KS KS AT ACP AT KS ACP ACP KS KS ACP
263	pks	AT ACP AT AT KS
264	pks	KS AT ACP ACP ACP AT KS AT KS AT AT ACP AT AT KS AT ACP AT ACP KS AT AT AT ACP ACP AT KS KS ACP AT KS KS ACP KS KS KS AT ACP ACP
265	pks	ACP AT KS AT AT KS AT ACP ACP ACP AT KS KS ACP AT AT ACP AT AT ACP AT KS KS KS AT ACP AT
266	pks	AT AT ACP KS KS ACP AT ACP AT ACP KS KS KS AT KS KS ACP AT ACP ACP AT AT ACP AT AT AT KS ACP ACP ACP AT AT AT KS AT AT KS ACP ACP
267	pks	ACP KS ACP ACP ACP ACP KS AT
268	pks	KS ACP ACP KS KS ACP AT AT AT KS ACP AT ACP KS ACP KS KS ACP KS ACP KS ACP ACP KS ACP ACP KS ACP AT KS AT KS AT KS AT KS AT
269	pks	KS AT ACP ACP KS AT ACP AT AT ACP KS KS AT ACP ACP AT ACP AT ACP ACP KS AT ACP
270	pks	ACP ACP ACP AT KS AT KS KS KS
271	pks	AT ACP AT AT AT ACP AT AT KS KS AT KS AT KS ACP AT KS AT AT AT AT KS ACP KS AT AT
272	pks	AT AT ACP AT AT ACP ACP AT KS KS AT ACP ACP AT AT KS AT ACP ACP AT KS ACP ACP AT AT AT KS AT KS AT AT AT KS ACP ACP KS KS AT AT
273	pks	ACP AT AT AT ACP AT KS KS AT AT AT KS AT ACP ACP AT AT KS AT AT AT ACP ACP
274	pks	AT KS KS AT KS AT AT AT KS ACP KS ACP ACP ACP ACP ACP
275	pks	KS ACP KS ACP ACP AT AT ACP KS KS AT ACP ACP
276	pks	KS AT KS AT KS KS AT AT AT ACP KS KS ACP KS ACP AT AT KS ACP ACP ACP KS ACP KS KS KS AT ACP KS ACP
277	pks	ACP ACP AT KS KS KS ACP AT AT AT KS KS ACP ACP ACP ACP ACP AT ACP ACP ACP ACP KS ACP ACP KS KS ACP KS AT AT
278	pks	ACP ACP ACP AT AT KS KS KS KS ACP ACP AT KS
279	pks	KS KS AT AT KS AT KS ACP KS AT ACP AT AT AT AT ACP KS KS ACP KS ACP ACP KS KS KS AT ACP AT KS KS ACP
280	pks	KS KS AT AT KS AT ACP AT ACP KS AT AT KS
281	pks	AT ACP KS ACP ACP AT KS AT KS AT KS ACP AT ACP ACP ACP ACP AT ACP KS AT ACP KS AT AT AT AT KS ACP AT KS ACP ACP ACP AT KS KS ACP AT
282	pks	KS KS KS ACP AT AT AT ACP
283	pks	ACP ACP ACP AT AT AT KS AT AT ACP KS AT KS KS ACP ACP ACP KS AT ACP KS ACP ACP AT AT AT AT
284	pks	ACP KS ACP ACP KS ACP AT ACP AT ACP ACP KS KS KS KS AT AT ACP AT ACP AT AT ACP KS AT AT
285	pks	KS AT KS ACP KS ACP AT KS KS ACP ACP AT AT ACP AT KS ACP
286	pks	AT ACP AT KS AT KS AT ACP KS AT AT AT ACP KS AT KS KS AT KS ACP KS KS ACP ACP
287	pks	KS AT KS ACP KS ACP KS ACP KS ACP ACP AT AT AT AT ACP ACP ACP ACP KS KS ACP AT ACP AT AT AT KS AT AT KS AT KS
288	pks	KS KS ACP ACP AT AT KS AT KS KS AT KS ACP KS AT KS KS ACP KS KS AT KS AT KS AT AT
289	pks	KS AT KS KS AT ACP AT AT AT ACP KS AT KS ACP KS ACP KS AT AT KS ACP AT AT KS AT KS ACP AT KS AT AT ACP AT
290	pks	ACP ACP KS AT AT ACP KS ACP ACP ACP AT KS KS ACP ACP KS KS AT KS ACP KS ACP KS AT ACP KS KS ACP ACP AT KS AT AT AT AT ACP
291	pks	ACP KS ACP ACP AT KS ACP KS ACP
292	pks	KS AT ACP AT KS ACP KS AT AT AT ACP ACP ACP ACP KS KS ACP AT AT AT AT KS AT KS KS AT KS AT AT AT KS KS ACP ACP AT KS KS ACP KS AT
293	pks	KS AT ACP AT AT ACP AT KS ACP ACP KS AT KS AT KS KS AT KS ACP ACP KS ACP ACP
294	pks	ACP ACP AT AT ACP ACP ACP AT AT AT AT ACP KS KS AT AT KS ACP ACP AT AT AT ACP AT ACP
295	pks	ACP AT ACP AT KS KS ACP ACP ACP ACP AT AT KS AT AT KS
296	pks	KS KS AT KS AT KS AT ACP ACP ACP AT ACP ACP ACP KS AT ACP AT ACP ACP ACP KS KS KS KS KS ACP AT AT KS KS KS AT AT KS ACP AT ACP AT
297	pks	ACP KS ACP ACP AT ACP KS ACP AT ACP AT ACP ACP AT KS
298	pks	KS KS ACP KS ACP KS ACP KS KS ACP ACP KS KS ACP ACP KS KS ACP ACP ACP AT ACP ACP ACP KS KS ACP KS KS KS KS
299	pks	AT ACP ACP AT AT AT KS AT AT ACP ACP ACP ACP AT AT AT AT ACP ACP KS KS KS KS KS
300	pks	ACP KS AT ACP KS AT AT ACP AT KS AT KS KS ACP KS KS AT KS
301	pks	AT AT ACP KS KS KS AT ACP KS AT KS ACP AT AT ACP KS AT ACP ACP AT AT KS ACP AT AT AT ACP
302	pks	KS ACP AT AT KS ACP
303	pks	KS AT ACP ACP ACP KS ACP KS KS KS ACP KS KS AT AT KS ACP AT AT KS AT KS ACP ACP AT ACP ACP AT ACP AT AT AT KS
304	pks	KS AT AT KS ACP AT ACP AT AT KS ACP ACP
305	pks	AT KS ACP ACP ACP
306	pks	AT KS KS KS AT ACP ACP KS
307	pks	ACP ACP AT AT ACP AT AT AT KS ACP KS KS AT KS KS KS KS ACP KS KS
308	pks	ACP KS KS AT ACP ACP KS ACP ACP KS KS ACP KS KS KS ACP KS AT AT AT AT KS AT ACP KS
309	pks	KS KS AT ACP ACP AT ACP KS AT AT KS
310	pks	AT KS ACP ACP ACP AT KS KS KS KS KS
311	pks	AT AT ACP KS KS AT ACP KS ACP KS ACP AT KS KS AT AT AT ACP ACP KS AT AT
312	pks	KS KS KS AT ACP AT ACP ACP KS KS ACP ACP KS KS KS KS ACP KS KS ACP KS KS ACP AT KS KS ACP AT AT AT AT ACP KS AT KS
313	pks	ACP KS ACP ACP AT ACP ACP AT KS KS AT KS ACP AT KS ACP KS KS ACP KS AT AT AT KS ACP AT ACP AT KS KS
314	pks	KS AT AT AT KS KS ACP KS ACP ACP
315	pks	ACP KS ACP KS ACP ACP ACP KS KS ACP KS KS AT ACP ACP ACP KS KS ACP ACP ACP KS KS ACP AT KS ACP ACP ACP
316	pks	AT KS KS KS KS AT ACP AT KS KS KS AT KS AT KS AT ACP KS ACP KS AT ACP KS KS ACP AT KS KS AT AT ACP AT ACP
317	pks	ACP ACP KS KS KS KS ACP KS ACP ACP AT KS ACP KS ACP
318	pks	ACP KS ACP KS AT AT ACP AT KS AT AT KS KS ACP ACP ACP AT ACP KS KS AT ACP AT ACP KS KS AT KS AT AT AT ACP
319	pks	AT KS KS AT KS ACP ACP ACP ACP KS KS AT AT KS
320	pks	AT ACP ACP KS KS ACP KS ACP ACP KS KS KS AT KS KS ACP ACP AT ACP AT KS ACP AT KS KS KS ACP ACP KS KS AT ACP ACP KS ACP KS KS ACP ACP
321	pks	KS ACP KS KS ACP AT KS ACP KS ACP AT ACP AT AT KS KS AT ACP ACP AT KS KS ACP AT AT KS KS ACP AT ACP AT AT KS ACP
322	pks	AT KS AT ACP ACP ACP AT ACP KS AT ACP ACP ACP AT ACP KS
323	pks	KS AT AT ACP ACP AT KS KS KS KS AT ACP ACP KS ACP KS AT KS AT AT KS AT
324	pks	ACP KS KS AT ACP KS AT AT KS KS AT AT KS KS ACP KS AT ACP AT AT KS AT AT KS KS AT AT ACP KS ACP KS AT
325	pks	AT AT ACP ACP KS AT ACP KS AT ACP ACP KS KS AT AT KS
326	pks	ACP KS KS KS ACP KS AT KS ACP AT KS KS AT AT ACP AT AT ACP AT KS AT ACP AT AT KS KS AT AT AT KS AT AT AT ACP KS ACP AT
327	pks	ACP ACP KS ACP AT KS AT KS ACP KS AT AT AT AT KS ACP AT ACP KS ACP AT AT ACP ACP AT
328	pks	KS ACP ACP ACP AT ACP KS ACP KS ACP ACP ACP KS AT KS AT AT ACP AT KS ACP
329	pks	KS AT ACP KS ACP AT KS AT ACP ACP ACP AT AT KS
330	pks	ACP AT ACP KS AT ACP AT ACP AT AT AT ACP AT ACP
331	pks	KS AT AT ACP KS AT ACP ACP ACP KS KS KS ACP AT AT KS AT KS KS ACP ACP KS AT AT KS KS KS AT KS KS AT AT ACP ACP AT ACP ACP
332	pks	ACP ACP AT ACP AT AT KS ACP AT ACP KS KS KS AT AT ACP ACP KS AT ACP KS ACP KS ACP AT AT ACP AT AT ACP AT KS AT AT KS AT ACP KS ACP AT
333	pks	KS KS KS ACP KS AT
334	pks	AT KS KS AT AT ACP KS ACP ACP KS KS ACP KS ACP AT KS AT KS KS KS ACP ACP AT ACP ACP ACP AT ACP KS ACP ACP ACP AT AT ACP
335	pks	AT KS KS AT ACP AT AT AT KS KS ACP KS KS AT ACP ACP ACP ACP AT AT AT
336	pks	AT AT ACP AT KS AT AT ACP ACP AT AT KS KS KS KS AT KS AT ACP ACP KS ACP ACP KS
337	pks	ACP ACP AT KS KS ACP KS AT AT AT ACP
338	pks	ACP KS ACP ACP AT KS AT KS ACP ACP AT KS ACP ACP AT AT KS ACP
339	pks	KS ACP AT AT ACP KS KS KS AT AT ACP KS ACP
340	pks	AT ACP KS KS AT ACP AT KS KS KS ACP ACP AT AT KS AT KS AT AT AT AT ACP AT ACP KS KS ACP KS AT KS KS ACP KS KS ACP
341	pks	KS ACP ACP ACP KS ACP ACP AT KS ACP AT KS AT AT KS AT ACP ACP ACP AT KS KS AT AT AT KS ACP AT KS KS KS ACP AT ACP ACP
342	pks	AT KS ACP ACP ACP ACP KS ACP KS AT AT KS AT ACP KS ACP AT KS AT KS ACP KS KS AT ACP AT KS AT AT ACP AT AT AT KS KS
343	pks	KS ACP ACP AT KS AT ACP KS ACP KS ACP AT KS AT ACP ACP ACP KS KS ACP
344	pks	ACP ACP KS AT ACP AT AT ACP AT ACP KS ACP KS KS ACP AT KS AT AT ACP KS ACP ACP KS ACP ACP KS ACP AT ACP ACP KS KS AT KS KS ACP KS ACP AT
345	pks	KS KS AT AT AT KS KS AT AT AT KS KS KS ACP
346	pks	KS KS ACP AT ACP AT KS AT KS ACP AT AT AT AT KS KS AT
347	pks	AT KS ACP AT ACP KS
348	pks	KS KS AT ACP AT ACP ACP
349	pks	ACP KS KS AT ACP KS AT ACP AT ACP ACP ACP ACP ACP ACP ACP KS KS ACP ACP ACP ACP AT KS ACP AT AT
350	pks	AT KS KS KS KS KS KS ACP ACP AT ACP AT AT KS ACP AT
351	pks	AT KS AT AT AT AT ACP AT KS AT AT KS ACP AT ACP AT KS AT AT AT KS AT
352	pks	KS ACP KS ACP ACP AT ACP ACP KS AT ACP ACP AT ACP KS AT KS ACP ACP ACP KS KS ACP
353	pks	KS AT ACP ACP KS AT KS AT KS ACP ACP ACP ACP ACP ACP KS ACP AT AT KS KS KS ACP KS AT ACP AT AT KS KS AT ACP AT AT AT KS ACP AT
354	pks	AT KS ACP AT AT AT KS AT AT AT KS KS KS AT ACP KS ACP KS KS AT AT KS KS KS AT KS KS AT AT ACP KS AT ACP ACP KS KS
355	pks	KS ACP KS KS AT KS AT KS ACP ACP ACP ACP AT AT KS AT AT ACP KS KS ACP AT KS ACP ACP KS AT AT KS KS ACP ACP KS AT KS ACP ACP
356	pks	ACP ACP ACP KS ACP ACP KS ACP ACP KS ACP ACP KS KS KS AT KS KS ACP AT ACP KS AT ACP AT ACP KS KS AT AT AT ACP AT ACP KS KS KS AT ACP KS
357	pks	KS ACP AT KS AT KS AT ACP ACP ACP
358	pks	KS AT ACP KS ACP KS KS AT KS KS ACP AT AT AT ACP KS AT KS AT KS ACP KS ACP ACP KS ACP ACP KS KS KS KS AT KS ACP ACP AT ACP AT KS
359	pks	ACP AT ACP AT KS ACP KS KS KS AT ACP KS AT AT KS AT AT AT AT KS KS ACP KS KS AT ACP AT KS ACP AT KS AT AT KS KS ACP ACP
360	pks	AT ACP AT ACP KS KS AT KS AT AT AT KS KS ACP AT ACP ACP
361	pks	ACP KS KS ACP AT AT AT KS KS AT
362	pks	ACP AT ACP KS ACP AT AT ACP ACP ACP ACP ACP AT ACP AT ACP KS ACP ACP AT AT AT AT KS AT
363	pks	ACP ACP AT KS KS ACP KS ACP AT AT ACP AT AT AT ACP AT KS ACP KS KS KS ACP AT AT ACP ACP AT AT KS ACP AT ACP ACP AT KS
364	pks	ACP KS KS AT KS KS ACP KS AT ACP AT KS AT KS KS KS AT ACP AT AT AT AT KS KS AT ACP KS KS ACP KS AT ACP AT AT
365	pks	KS ACP ACP AT ACP KS KS AT ACP AT ACP KS AT KS ACP ACP AT AT ACP KS KS ACP KS ACP AT AT KS AT KS AT AT KS AT ACP AT
366	pks	ACP AT AT KS ACP KS AT ACP AT KS AT KS ACP KS AT ACP KS KS AT AT KS AT AT AT ACP AT ACP ACP ACP KS KS AT AT AT AT KS
367	pks	ACP AT KS KS AT KS AT KS KS AT KS KS KS KS ACP AT ACP ACP AT ACP KS AT KS AT KS ACP KS ACP AT ACP ACP AT KS KS ACP ACP ACP KS ACP KS
368	pks	AT ACP KS KS ACP ACP KS AT KS KS KS ACP AT AT KS AT KS ACP ACP AT AT KS AT KS ACP ACP ACP ACP ACP KS
369	pks	AT AT AT ACP KS KS KS ACP ACP AT ACP ACP KS ACP ACP AT KS KS AT KS AT ACP ACP KS ACP AT ACP AT KS AT ACP AT ACP ACP AT ACP KS ACP AT
370	pks	ACP AT ACP AT KS ACP
371	pks	KS KS ACP AT ACP ACP KS ACP
372	pks	ACP ACP KS AT ACP KS KS ACP AT KS KS ACP ACP AT ACP KS KS KS KS AT KS ACP KS KS KS KS ACP KS KS ACP KS ACP AT AT ACP
373	pks	AT ACP AT AT ACP AT ACP AT ACP KS ACP
374	pks	KS ACP ACP AT KS ACP AT KS AT KS AT KS KS KS ACP AT KS AT KS KS ACP AT KS KS AT
375	pks	ACP AT AT KS AT KS ACP ACP KS ACP ACP AT KS AT KS ACP KS KS
376	pks	AT ACP ACP KS AT KS KS KS AT ACP ACP KS KS KS KS KS KS AT AT
377	pks	ACP KS KS ACP AT ACP ACP KS
378	pks	KS AT AT ACP AT KS AT AT AT ACP AT KS KS AT KS ACP ACP AT KS AT KS AT AT KS ACP ACP
379	pks	ACP KS AT AT AT AT ACP ACP ACP AT AT KS KS KS AT AT AT AT KS KS AT ACP ACP KS ACP KS AT AT KS ACP AT KS
380	pks	AT AT AT ACP KS AT KS AT ACP AT AT AT AT KS AT KS ACP ACP AT KS ACP ACP KS ACP KS
381	pks	ACP KS AT KS KS ACP ACP ACP KS KS ACP ACP ACP AT KS KS ACP ACP KS ACP KS ACP KS KS ACP
382	pks	AT KS ACP AT AT AT
383	pks	ACP ACP ACP AT AT AT AT KS AT AT KS KS ACP ACP KS AT KS
384	pks	KS AT KS AT AT AT ACP ACP ACP AT AT ACP KS AT ACP ACP ACP
385	pks	ACP KS KS AT KS KS ACP ACP AT ACP ACP AT AT AT ACP ACP KS KS KS KS KS KS AT
386	pks	ACP AT AT AT AT ACP ACP AT AT KS
387	pks	AT AT KS KS KS ACP AT ACP KS KS KS AT ACP ACP AT ACP AT KS KS AT ACP AT ACP AT ACP ACP KS KS KS AT ACP KS ACP AT KS ACP ACP ACP
388	pks	ACP KS AT KS KS ACP
389	pks	ACP ACP KS KS KS ACP KS AT AT KS ACP ACP AT ACP KS KS KS KS KS AT KS
390	pks	KS ACP KS KS KS ACP AT ACP KS AT KS ACP ACP KS ACP ACP AT KS AT AT KS KS KS AT KS KS KS KS KS
391	pks	ACP ACP AT AT AT ACP AT AT KS KS AT KS AT ACP AT ACP
392	pks	KS AT AT ACP KS AT ACP KS KS ACP AT KS KS ACP AT AT KS AT ACP AT ACP AT ACP AT AT AT
393	pks	ACP KS KS ACP ACP ACP AT ACP AT AT KS AT ACP KS ACP KS ACP AT ACP KS AT AT ACP ACP ACP AT ACP KS AT
394	pks	AT KS ACP ACP ACP KS KS ACP ACP ACP KS ACP ACP AT KS AT AT ACP AT
395	pks	ACP KS KS KS KS AT AT ACP ACP ACP KS AT KS KS ACP
396	pks	AT AT KS KS KS AT AT AT KS KS KS ACP AT KS KS ACP AT AT ACP KS ACP ACP KS ACP ACP KS ACP KS ACP KS AT ACP KS ACP
397	pks	KS ACP KS AT ACP KS KS KS AT ACP ACP AT AT KS ACP AT AT AT KS KS ACP KS AT ACP KS KS AT ACP AT ACP AT ACP KS ACP KS AT KS
398	pks	ACP ACP AT AT KS AT KS AT AT KS ACP AT KS AT KS KS ACP KS KS AT AT KS ACP AT AT ACP
399	pks	KS AT ACP AT AT KS KS AT AT ACP ACP ACP KS ACP ACP
400	pks	KS AT AT ACP ACP ACP AT ACP ACP AT KS ACP ACP ACP
401	pks	ACP AT AT AT ACP ACP KS KS KS AT KS ACP ACP AT AT KS ACP AT KS AT ACP AT KS AT ACP KS AT AT KS AT ACP
402	pks	ACP KS ACP ACP KS ACP KS KS ACP ACP ACP
403	pks	KS AT ACP KS KS KS KS KS AT AT AT AT KS ACP AT ACP AT AT KS KS KS KS AT ACP KS ACP
404	pks	KS ACP AT KS AT KS AT AT AT KS
405	pks	ACP AT ACP AT AT AT KS ACP
406	pks	AT ACP KS ACP KS KS AT ACP
407	pks	AT AT AT KS KS KS AT KS AT AT ACP AT ACP
408	pks	ACP AT AT KS ACP KS AT AT ACP ACP KS AT KS ACP KS AT ACP AT AT KS AT ACP AT KS KS KS ACP AT ACP KS ACP KS KS ACP ACP ACP
409	pks	ACP KS AT AT ACP AT ACP KS AT KS KS AT KS KS AT KS ACP AT KS KS ACP ACP KS ACP
410	pks	ACP AT ACP AT KS AT ACP ACP AT KS KS AT AT AT AT AT KS ACP KS ACP ACP KS KS AT
411	pks	KS ACP ACP KS AT ACP AT AT AT ACP ACP KS KS ACP AT AT AT KS AT AT AT AT ACP ACP AT ACP AT AT KS AT ACP
412	pks	ACP ACP AT AT KS ACP KS KS AT KS AT ACP AT AT KS KS AT ACP ACP KS AT KS ACP ACP ACP ACP ACP
413	pks	AT AT KS KS ACP AT AT AT AT KS AT ACP KS KS ACP KS KS AT AT KS ACP KS KS AT ACP ACP AT KS KS KS ACP AT KS AT ACP KS ACP ACP ACP ACP
414	pks	KS AT KS KS KS ACP AT ACP KS KS KS ACP AT ACP KS ACP AT KS KS ACP KS KS KS ACP ACP AT ACP AT ACP KS KS KS ACP ACP KS KS KS
415	pks	KS AT ACP ACP AT
416	pks	ACP KS ACP ACP ACP AT ACP AT AT ACP KS ACP ACP AT AT KS AT
417	pks	ACP ACP KS AT KS AT ACP AT ACP KS KS ACP ACP KS AT KS ACP KS KS KS ACP AT
418	pks	AT KS ACP AT ACP ACP ACP AT AT ACP KS AT KS KS KS KS AT ACP KS KS AT AT ACP ACP ACP ACP AT KS
419	pks	KS AT KS ACP ACP AT AT ACP AT AT ACP KS AT AT KS AT KS AT KS KS
420	pks	ACP KS ACP KS KS AT AT ACP ACP KS ACP ACP ACP KS AT KS ACP KS KS AT ACP ACP ACP KS ACP ACP
421	pks	ACP AT AT KS ACP AT ACP AT KS KS AT AT KS AT ACP
422	pks	KS KS ACP AT ACP ACP KS AT AT AT KS ACP AT KS KS AT KS AT AT ACP KS AT ACP AT ACP AT KS KS KS AT KS ACP
423	pks	KS AT KS AT AT KS ACP ACP AT AT AT KS KS KS
424	pks	KS KS ACP KS KS AT KS KS ACP KS KS ACP KS ACP KS KS KS KS AT AT AT ACP ACP ACP ACP KS AT AT AT AT AT KS KS AT KS AT KS AT AT KS
425	pks	ACP ACP KS KS ACP AT KS KS KS KS ACP ACP AT ACP AT ACP ACP AT ACP AT KS KS AT ACP KS KS KS
426	pks	ACP KS AT KS ACP ACP AT AT ACP ACP AT AT AT ACP KS AT ACP KS KS AT AT ACP AT AT KS KS KS KS KS ACP AT ACP AT KS AT KS ACP
427	pks	AT KS KS ACP KS AT ACP AT KS KS AT ACP KS KS
428	pks	AT AT AT KS KS ACP KS KS AT KS KS ACP KS AT KS AT AT KS AT ACP AT KS ACP KS KS ACP
429	pks	KS ACP ACP KS ACP KS KS KS KS KS
430	pks	AT AT ACP ACP KS ACP KS ACP AT KS KS AT AT KS AT ACP AT AT KS AT KS AT AT KS AT AT KS AT AT KS AT AT AT ACP
431	pks	KS AT AT KS KS KS KS ACP KS AT ACP ACP AT ACP KS AT ACP AT ACP KS AT ACP KS KS
432	pks	KS AT KS AT ACP ACP ACP AT AT KS AT ACP KS AT KS KS ACP KS KS ACP ACP ACP ACP AT AT AT KS AT AT
433	pks	KS AT AT ACP KS AT
434	pks	KS AT ACP AT ACP ACP ACP KS KS KS ACP KS ACP ACP KS ACP KS KS AT KS AT ACP ACP ACP KS AT ACP KS AT KS ACP ACP ACP KS ACP AT AT AT ACP
435	pks	KS AT KS ACP ACP KS ACP KS AT KS KS KS AT KS KS KS ACP KS ACP
436	pks	ACP ACP AT ACP AT KS AT ACP ACP ACP AT ACP ACP ACP KS ACP AT ACP AT ACP
437	pks	KS ACP KS ACP ACP AT KS KS ACP AT KS ACP ACP KS ACP AT KS ACP ACP AT KS AT KS ACP AT ACP ACP AT AT KS
438	pks	AT KS ACP ACP AT ACP AT KS ACP KS AT ACP KS KS ACP KS KS
439	pks	KS AT KS ACP KS KS ACP ACP ACP AT ACP AT ACP AT ACP ACP KS AT ACP AT KS KS AT AT KS ACP ACP KS KS ACP ACP
440	pks	ACP AT AT KS AT AT KS ACP ACP ACP ACP AT
441	pks	ACP ACP ACP ACP AT KS KS KS KS AT KS ACP ACP
442	pks	ACP KS ACP KS ACP AT KS AT AT KS KS ACP KS AT ACP AT ACP AT AT ACP AT AT AT ACP ACP ACP KS AT ACP AT AT
443	pks	KS ACP ACP AT KS KS KS ACP KS ACP ACP ACP ACP ACP ACP ACP ACP KS AT AT KS ACP
444	pks	AT ACP ACP KS KS ACP KS AT KS ACP ACP AT
445	pks	KS KS ACP ACP ACP ACP AT AT KS AT ACP KS
446	pks	KS ACP AT ACP AT AT AT AT AT KS KS KS ACP KS AT ACP ACP AT AT KS
447	pks	AT KS AT AT KS AT KS AT KS AT AT AT KS AT AT ACP KS AT KS AT KS AT AT AT AT ACP KS ACP AT AT AT AT ACP AT AT AT AT
448	pks	AT ACP AT KS KS AT ACP AT ACP AT ACP ACP AT ACP KS KS AT ACP KS AT KS AT ACP AT KS AT ACP ACP ACP KS
449	pks	KS KS KS ACP
450	pks	AT ACP ACP AT KS KS KS ACP AT AT AT KS AT KS ACP ACP KS AT
451	pks	AT ACP AT ACP ACP ACP ACP AT ACP
452	pks	KS KS ACP AT AT AT AT AT KS AT KS AT ACP KS KS ACP AT AT
453	pks	AT ACP KS ACP AT AT ACP AT AT KS AT AT KS ACP ACP AT AT ACP AT AT AT ACP ACP AT ACP AT
454	pks	ACP AT ACP KS AT KS ACP AT KS KS ACP KS KS KS AT KS ACP KS AT KS ACP ACP AT AT AT AT ACP ACP KS AT ACP AT
455	pks	KS AT AT KS AT ACP KS ACP ACP
456	pks	AT KS ACP ACP KS KS ACP AT KS
457	pks	KS ACP ACP AT KS ACP ACP
458	pks	ACP KS AT ACP AT ACP AT AT AT KS KS KS ACP ACP KS
459	pks	AT ACP ACP AT
460	pks	KS AT KS KS ACP KS KS AT AT KS KS ACP AT ACP AT KS ACP AT KS AT AT AT KS KS AT KS AT KS AT ACP AT
461	pks	KS AT AT KS AT ACP AT ACP KS KS ACP KS AT ACP KS ACP KS ACP KS AT ACP AT KS ACP ACP AT KS AT ACP AT AT KS AT AT KS
462	pks	ACP KS ACP KS ACP ACP ACP AT
463	pks	ACP ACP KS KS KS ACP ACP ACP KS KS ACP AT ACP AT ACP AT KS ACP KS KS KS ACP KS KS AT KS AT AT ACP KS KS KS KS KS ACP KS
464	pks	AT KS KS AT AT ACP KS AT ACP
465	pks	KS ACP ACP ACP ACP KS AT ACP ACP ACP ACP AT KS AT ACP KS ACP ACP
466	pks	AT ACP AT AT AT ACP ACP ACP KS ACP ACP ACP KS KS ACP KS AT
467	pks	AT KS AT AT KS AT KS KS AT KS AT KS ACP AT KS ACP AT ACP KS AT ACP ACP KS AT KS ACP KS AT ACP AT
468	pks	KS KS KS KS AT AT ACP AT KS ACP AT KS ACP KS KS KS KS AT ACP AT AT AT ACP KS KS ACP AT
469	pks	ACP KS AT KS KS AT AT KS KS
470	pks	KS ACP AT AT KS AT KS AT KS AT AT KS ACP KS AT AT KS AT
471	pks	KS AT KS ACP KS KS ACP ACP ACP
472	pks	ACP ACP ACP KS AT
473	pks	AT AT KS AT ACP ACP KS ACP KS KS KS AT KS AT AT ACP ACP ACP AT ACP KS KS ACP ACP ACP AT KS AT KS AT AT KS ACP ACP KS
474	pks	ACP AT ACP AT ACP AT ACP KS KS KS ACP KS KS ACP AT ACP KS KS KS AT ACP KS KS AT ACP ACP KS KS
475	pks	ACP KS ACP ACP AT ACP KS AT AT KS ACP KS ACP AT
476	pks	KS KS KS ACP ACP ACP KS AT ACP KS KS ACP KS KS ACP KS KS ACP AT ACP ACP AT KS KS AT ACP ACP AT
477	pks	ACP ACP AT ACP AT AT AT AT KS KS
478	pks	ACP AT ACP KS AT KS AT AT ACP KS KS AT AT ACP KS KS AT AT ACP ACP AT
